Customer ID,Age,Gender,Location,Subscription Status,Previous Purchases,Preferred Payment Method,Frequency of Purchases
461,64,Male,South Carolina,Yes,27,Bank Transfer,Weekly
462,18,Male,Ohio,Yes,20,Venmo,Weekly
463,59,Male,Illinois,Yes,48,Venmo,Every 3 Months
464,37,Male,Georgia,Yes,29,Venmo,Weekly
465,23,Male,Alabama,Yes,45,PayPal,Monthly
466,54,Male,Oklahoma,Yes,25,Cash,Quarterly
467,38,Male,Vermont,Yes,25,PayPal,Weekly
468,19,Male,Nebraska,Yes,37,Debit Card,Every 3 Months
469,34,Male,Georgia,Yes,16,Cash,Quarterly
470,21,Male,Alabama,Yes,30,Debit Card,Bi-Weekly
471,50,Male,Minnesota,Yes,6,Cash,Every 3 Months
472,55,Male,Missouri,Yes,36,Bank Transfer,Quarterly
473,20,Male,Georgia,Yes,3,Bank Transfer,Quarterly
474,34,Male,West Virginia,Yes,29,PayPal,Every 3 Months
475,62,Male,Arkansas,Yes,15,Cash,Quarterly
476,21,Male,Ohio,Yes,18,Debit Card,Annually
477,21,Male,Connecticut,Yes,2,Debit Card,Fortnightly
478,42,Male,North Dakota,Yes,49,Debit Card,Weekly
479,35,Male,Kansas,Yes,48,Venmo,Annually
480,39,Male,Iowa,Yes,43,Venmo,Monthly
481,68,Male,Vermont,Yes,30,Debit Card,Bi-Weekly
482,46,Male,Wisconsin,Yes,10,PayPal,Fortnightly
483,41,Male,Connecticut,Yes,11,Venmo,Annually
484,23,Male,Oklahoma,Yes,12,Debit Card,Weekly
485,68,Male,Missouri,Yes,28,Bank Transfer,Quarterly
486,48,Male,Tennessee,Yes,36,Debit Card,Fortnightly
487,38,Male,New Mexico,Yes,37,Venmo,Every 3 Months
488,41,Male,Iowa,Yes,22,Credit Card,Quarterly
489,58,Male,Maine,Yes,32,Venmo,Weekly
490,49,Male,South Dakota,Yes,40,PayPal,Annually
491,57,Male,Colorado,Yes,47,Cash,Monthly
492,49,Male,Vermont,Yes,24,Credit Card,Bi-Weekly
493,50,Male,Michigan,Yes,11,Debit Card,Weekly
494,28,Male,Nevada,Yes,19,Cash,Bi-Weekly
495,38,Male,Indiana,Yes,42,Debit Card,Weekly
496,33,Male,Michigan,Yes,6,Debit Card,Fortnightly
497,30,Male,California,Yes,31,Venmo,Fortnightly
498,43,Male,Oklahoma,Yes,31,Cash,Weekly
499,43,Male,Iowa,Yes,27,Bank Transfer,Monthly
500,36,Male,Rhode Island,Yes,24,PayPal,Monthly
501,36,Male,Washington,Yes,35,Venmo,Every 3 Months
502,64,Male,Florida,Yes,21,Venmo,Annually
503,59,Male,South Carolina,Yes,8,PayPal,Fortnightly
504,55,Male,West Virginia,Yes,26,Bank Transfer,Quarterly
505,42,Male,Missouri,Yes,26,PayPal,Annually
506,61,Male,Maine,Yes,9,Cash,Bi-Weekly
507,28,Male,Georgia,Yes,48,Debit Card,Annually
508,65,Male,Maine,Yes,33,Debit Card,Fortnightly
509,27,Male,Illinois,Yes,31,PayPal,Quarterly
510,41,Male,Delaware,Yes,17,Debit Card,Weekly
511,21,Male,West Virginia,Yes,22,Venmo,Annually
512,61,Male,Hawaii,Yes,8,PayPal,Annually
513,19,Male,New York,Yes,2,Bank Transfer,Monthly
514,22,Male,New Mexico,Yes,45,Venmo,Annually
515,64,Male,Indiana,Yes,47,PayPal,Quarterly
516,28,Male,Kentucky,Yes,7,Cash,Monthly
517,34,Male,West Virginia,Yes,19,Debit Card,Bi-Weekly
518,61,Male,North Dakota,Yes,44,Cash,Every 3 Months
519,24,Male,Oregon,Yes,16,Venmo,Every 3 Months
520,19,Male,Minnesota,Yes,17,Bank Transfer,Quarterly
521,51,Male,South Carolina,Yes,20,Debit Card,Quarterly
522,36,Male,Vermont,Yes,50,Bank Transfer,Annually
523,65,Male,Minnesota,Yes,37,Cash,Quarterly
524,46,Male,Delaware,Yes,5,PayPal,Quarterly
525,59,Male,Pennsylvania,Yes,44,PayPal,Annually
526,51,Male,Iowa,Yes,41,Debit Card,Monthly
527,51,Male,New Jersey,Yes,19,Cash,Monthly
528,21,Male,South Carolina,Yes,47,Bank Transfer,Every 3 Months
529,34,Male,Maryland,Yes,40,Cash,Annually
530,32,Male,California,Yes,6,Credit Card,Monthly
531,48,Male,Montana,Yes,25,Credit Card,Bi-Weekly
532,50,Male,Vermont,Yes,42,Cash,Weekly
533,26,Male,Texas,Yes,35,Bank Transfer,Every 3 Months
534,57,Male,North Carolina,Yes,17,Debit Card,Weekly
535,65,Male,Florida,Yes,4,PayPal,Quarterly
536,56,Male,West Virginia,Yes,24,Bank Transfer,Weekly
537,44,Male,Illinois,Yes,16,Debit Card,Every 3 Months
538,50,Male,Virginia,Yes,14,Debit Card,Annually
539,27,Male,Virginia,Yes,43,Cash,Weekly
540,49,Male,Wyoming,Yes,49,Debit Card,Weekly
541,49,Male,South Carolina,Yes,33,Cash,Every 3 Months
542,52,Male,Connecticut,Yes,45,Cash,Bi-Weekly
543,27,Male,Illinois,Yes,35,Cash,Bi-Weekly
544,53,Male,Alabama,Yes,11,Credit Card,Monthly
545,34,Male,Washington,Yes,30,Bank Transfer,Every 3 Months
546,33,Male,Alabama,Yes,48,Debit Card,Annually
547,62,Male,New Mexico,Yes,45,Venmo,Bi-Weekly
548,38,Male,Nevada,Yes,26,Venmo,Weekly
549,36,Male,Nebraska,Yes,41,Debit Card,Every 3 Months
550,31,Male,Arizona,Yes,37,Venmo,Bi-Weekly
551,62,Male,Georgia,Yes,12,PayPal,Weekly
552,29,Male,Idaho,Yes,27,Cash,Bi-Weekly
553,24,Male,Missouri,Yes,18,Bank Transfer,Weekly
554,63,Male,Florida,Yes,15,Credit Card,Quarterly
555,56,Male,Minnesota,Yes,34,Bank Transfer,Weekly
556,63,Male,Maine,Yes,37,Venmo,Annually
557,40,Male,Montana,Yes,21,Cash,Fortnightly
558,18,Male,Alaska,Yes,31,Debit Card,Weekly
559,50,Male,Iowa,Yes,43,Debit Card,Every 3 Months
560,66,Male,Arizona,Yes,22,Bank Transfer,Monthly
561,25,Male,Louisiana,Yes,12,Debit Card,Annually
562,65,Male,Alabama,Yes,25,PayPal,Fortnightly
563,53,Male,Missouri,Yes,40,Debit Card,Annually
564,61,Male,Idaho,Yes,16,Debit Card,Quarterly
565,67,Male,Florida,Yes,30,Bank Transfer,Weekly
566,59,Male,Idaho,Yes,10,Venmo,Weekly
567,55,Male,Alabama,Yes,1,Debit Card,Fortnightly
568,21,Male,New Hampshire,Yes,24,Venmo,Fortnightly
569,44,Male,Utah,Yes,36,PayPal,Monthly
570,65,Male,Alabama,Yes,46,Credit Card,Every 3 Months
571,65,Male,Iowa,Yes,20,Cash,Annually
572,54,Male,Kentucky,Yes,37,Venmo,Weekly
573,56,Male,South Carolina,Yes,26,Bank Transfer,Annually
574,58,Male,California,Yes,23,Credit Card,Bi-Weekly
575,54,Male,Maine,Yes,20,Bank Transfer,Bi-Weekly
576,58,Male,Nebraska,Yes,38,PayPal,Monthly
577,48,Male,Washington,Yes,5,Credit Card,Every 3 Months
578,19,Male,Alabama,Yes,41,Venmo,Annually
579,69,Male,Maine,Yes,22,Credit Card,Fortnightly
580,58,Male,California,Yes,48,Credit Card,Annually
581,49,Male,Iowa,Yes,10,PayPal,Weekly
582,32,Male,Iowa,Yes,12,Bank Transfer,Every 3 Months
583,40,Male,Colorado,Yes,2,Bank Transfer,Quarterly
584,25,Male,California,Yes,38,PayPal,Monthly
585,70,Male,Indiana,Yes,20,Debit Card,Monthly
586,69,Male,South Carolina,Yes,5,Cash,Every 3 Months
587,45,Male,Wisconsin,Yes,9,Venmo,Annually
588,29,Male,Washington,Yes,48,Debit Card,Every 3 Months
589,47,Male,South Dakota,Yes,9,Debit Card,Quarterly
590,28,Male,Minnesota,Yes,40,PayPal,Annually
591,64,Male,Alaska,Yes,30,Venmo,Fortnightly
592,47,Male,Kentucky,Yes,6,Debit Card,Bi-Weekly
593,60,Male,North Dakota,Yes,42,Venmo,Every 3 Months
594,67,Male,Alaska,Yes,9,PayPal,Every 3 Months
595,35,Male,Oklahoma,Yes,6,Debit Card,Monthly
596,30,Male,Delaware,Yes,47,PayPal,Quarterly
597,23,Male,Montana,Yes,36,Venmo,Annually
598,70,Male,Alaska,Yes,19,Bank Transfer,Fortnightly
599,21,Male,California,Yes,30,Cash,Every 3 Months
600,51,Male,Massachusetts,Yes,27,Debit Card,Every 3 Months
601,22,Male,South Carolina,Yes,25,Venmo,Monthly
602,32,Male,West Virginia,Yes,5,Cash,Fortnightly
603,37,Male,Oregon,Yes,10,Cash,Every 3 Months
604,31,Male,Massachusetts,Yes,26,PayPal,Every 3 Months
605,44,Male,West Virginia,Yes,11,Credit Card,Every 3 Months
606,40,Male,California,Yes,17,Bank Transfer,Weekly
607,27,Male,Colorado,Yes,44,PayPal,Monthly
608,47,Male,Indiana,Yes,44,Cash,Monthly
609,41,Male,Delaware,Yes,21,Venmo,Every 3 Months
610,51,Male,Ohio,Yes,49,Credit Card,Fortnightly
611,53,Male,Oklahoma,Yes,27,Bank Transfer,Every 3 Months
612,43,Male,California,Yes,19,Cash,Monthly
613,67,Male,New Hampshire,Yes,33,Credit Card,Quarterly
614,61,Male,Pennsylvania,Yes,46,Cash,Bi-Weekly
615,68,Male,Idaho,Yes,21,Credit Card,Bi-Weekly
616,67,Male,Maryland,Yes,23,Venmo,Annually
617,29,Male,Pennsylvania,Yes,38,Credit Card,Every 3 Months
618,50,Male,Colorado,Yes,2,Bank Transfer,Quarterly
619,61,Male,Indiana,Yes,21,Debit Card,Bi-Weekly
620,19,Male,Nebraska,Yes,1,Debit Card,Every 3 Months
621,33,Male,Rhode Island,Yes,10,Venmo,Every 3 Months
622,51,Male,Kansas,Yes,45,Credit Card,Weekly
623,69,Male,Georgia,Yes,44,Bank Transfer,Fortnightly
624,19,Male,Nevada,Yes,48,PayPal,Bi-Weekly
625,55,Male,South Carolina,Yes,21,PayPal,Annually
626,49,Male,Delaware,Yes,1,Venmo,Weekly
627,31,Male,New Hampshire,Yes,10,Venmo,Annually
628,42,Male,Oregon,Yes,24,PayPal,Monthly
629,69,Male,Massachusetts,Yes,29,Credit Card,Monthly
630,26,Male,Vermont,Yes,11,Debit Card,Annually
631,41,Male,Mississippi,Yes,33,Debit Card,Annually
632,55,Male,Washington,Yes,27,Cash,Fortnightly
633,35,Male,Wyoming,Yes,19,Venmo,Fortnightly
634,66,Male,Minnesota,Yes,50,Debit Card,Quarterly
635,36,Male,Ohio,Yes,46,PayPal,Weekly
636,27,Male,South Carolina,Yes,28,Cash,Quarterly
637,41,Male,Wisconsin,Yes,14,Bank Transfer,Every 3 Months
638,21,Male,Tennessee,Yes,46,Cash,Fortnightly
639,53,Male,Maryland,Yes,41,PayPal,Monthly
640,54,Male,Mississippi,Yes,50,Credit Card,Annually
641,53,Male,Minnesota,Yes,28,Debit Card,Fortnightly
642,47,Male,Alaska,Yes,23,Credit Card,Every 3 Months
643,64,Male,Arkansas,Yes,14,Debit Card,Bi-Weekly
644,18,Male,Oregon,Yes,10,Bank Transfer,Every 3 Months
645,68,Male,Louisiana,Yes,37,Cash,Weekly
646,62,Male,Oklahoma,Yes,15,Venmo,Bi-Weekly
647,51,Male,Indiana,Yes,19,Venmo,Bi-Weekly
648,54,Male,Mississippi,Yes,23,Credit Card,Fortnightly
649,22,Male,Michigan,Yes,35,Credit Card,Weekly
650,53,Male,Delaware,Yes,33,PayPal,Every 3 Months
651,34,Male,Florida,Yes,12,Bank Transfer,Annually
652,32,Male,Arkansas,Yes,41,Venmo,Fortnightly
653,64,Male,Minnesota,Yes,27,Venmo,Weekly
654,20,Male,North Dakota,Yes,45,Cash,Fortnightly
655,24,Male,California,Yes,23,Venmo,Annually
656,20,Male,Mississippi,Yes,19,Venmo,Monthly
657,42,Male,Pennsylvania,Yes,6,PayPal,Quarterly
658,48,Male,Arizona,Yes,6,PayPal,Quarterly
659,62,Male,Louisiana,Yes,20,Venmo,Weekly
660,62,Male,Virginia,Yes,8,Cash,Weekly
661,50,Male,Montana,Yes,39,Credit Card,Quarterly
662,57,Male,Iowa,Yes,39,Credit Card,Quarterly
663,24,Male,Illinois,Yes,39,Venmo,Bi-Weekly
664,59,Male,Alaska,Yes,23,Credit Card,Monthly
665,63,Male,Colorado,Yes,41,PayPal,Bi-Weekly
666,41,Male,New Mexico,Yes,50,Credit Card,Annually
667,35,Male,Colorado,Yes,30,Debit Card,Quarterly
668,34,Male,Arizona,Yes,32,Bank Transfer,Quarterly
669,49,Male,Hawaii,Yes,35,Bank Transfer,Monthly
670,43,Male,Illinois,Yes,45,Venmo,Bi-Weekly
671,63,Male,Louisiana,Yes,37,Cash,Bi-Weekly
672,38,Male,Iowa,Yes,45,Cash,Weekly
673,59,Male,Washington,Yes,29,Cash,Quarterly
674,35,Male,Oklahoma,Yes,27,Venmo,Bi-Weekly
675,48,Male,Washington,Yes,36,Bank Transfer,Annually
676,64,Male,Arkansas,Yes,9,Cash,Annually
677,28,Male,Connecticut,Yes,38,Venmo,Bi-Weekly
678,60,Male,Washington,Yes,41,PayPal,Annually
679,27,Male,Maine,Yes,25,Debit Card,Every 3 Months
680,56,Male,Michigan,Yes,37,Venmo,Fortnightly
681,58,Male,Tennessee,Yes,3,PayPal,Annually
682,30,Male,Louisiana,Yes,24,Credit Card,Every 3 Months
683,23,Male,Missouri,Yes,49,Credit Card,Bi-Weekly
684,33,Male,Michigan,Yes,3,Bank Transfer,Monthly
685,63,Male,Alabama,Yes,42,Debit Card,Monthly
686,70,Male,Massachusetts,Yes,32,Cash,Fortnightly
687,70,Male,Indiana,Yes,33,Venmo,Fortnightly
688,19,Male,West Virginia,Yes,46,Bank Transfer,Quarterly
689,25,Male,Michigan,Yes,44,Venmo,Monthly
690,19,Male,Pennsylvania,Yes,35,Credit Card,Every 3 Months
691,25,Male,Alaska,Yes,45,Bank Transfer,Weekly
692,60,Male,Massachusetts,Yes,37,PayPal,Bi-Weekly
693,35,Male,North Dakota,Yes,40,Debit Card,Every 3 Months
694,46,Male,Vermont,Yes,30,Cash,Every 3 Months
695,41,Male,Kentucky,Yes,38,Venmo,Every 3 Months
696,30,Male,Nevada,Yes,15,Debit Card,Every 3 Months
697,44,Male,Utah,Yes,49,Cash,Monthly
698,61,Male,North Dakota,Yes,40,Debit Card,Quarterly
699,55,Male,Iowa,Yes,40,Debit Card,Weekly
700,50,Male,Connecticut,Yes,5,PayPal,Weekly
701,57,Male,Wisconsin,Yes,5,PayPal,Monthly
702,51,Male,Idaho,Yes,5,Debit Card,Every 3 Months
703,18,Male,Montana,Yes,1,Cash,Weekly
704,63,Male,Connecticut,Yes,21,Venmo,Weekly
705,34,Male,Idaho,Yes,18,PayPal,Annually
706,25,Male,Arkansas,Yes,49,Cash,Quarterly
707,46,Male,Iowa,Yes,27,Debit Card,Weekly
708,59,Male,Louisiana,Yes,21,Venmo,Annually
709,37,Male,Kentucky,Yes,19,Cash,Fortnightly
710,49,Male,Massachusetts,Yes,23,Debit Card,Monthly
711,22,Male,Virginia,Yes,26,PayPal,Fortnightly
712,64,Male,New Hampshire,Yes,13,Bank Transfer,Bi-Weekly
713,42,Male,New Hampshire,Yes,36,Bank Transfer,Quarterly
714,37,Male,Oregon,Yes,39,Bank Transfer,Bi-Weekly
715,26,Male,South Dakota,Yes,40,Debit Card,Fortnightly
716,33,Male,Delaware,Yes,37,Debit Card,Quarterly
717,30,Male,Missouri,Yes,9,Venmo,Bi-Weekly
718,21,Male,Alaska,Yes,7,Venmo,Every 3 Months
719,22,Male,Florida,Yes,25,Bank Transfer,Annually
720,63,Male,Mississippi,Yes,42,Venmo,Bi-Weekly
721,33,Male,New Mexico,Yes,19,Debit Card,Weekly
722,43,Male,California,Yes,41,Debit Card,Every 3 Months
723,27,Male,Wyoming,Yes,50,Cash,Bi-Weekly
724,35,Male,Missouri,Yes,43,PayPal,Monthly
725,37,Male,New Hampshire,Yes,36,Venmo,Every 3 Months
726,61,Male,Texas,Yes,33,Debit Card,Fortnightly
727,32,Male,North Dakota,Yes,20,Bank Transfer,Every 3 Months
728,62,Male,Arkansas,Yes,37,Venmo,Every 3 Months
729,29,Male,Nebraska,Yes,12,PayPal,Every 3 Months
730,41,Male,Minnesota,Yes,46,PayPal,Every 3 Months
731,48,Male,Massachusetts,Yes,28,Venmo,Fortnightly
732,43,Male,Arkansas,Yes,30,PayPal,Fortnightly
733,34,Male,New Hampshire,Yes,28,Cash,Bi-Weekly
734,45,Male,Rhode Island,Yes,20,Debit Card,Bi-Weekly
735,65,Male,New Jersey,Yes,39,Bank Transfer,Every 3 Months
736,61,Male,Montana,Yes,48,Cash,Bi-Weekly
737,18,Male,Colorado,Yes,32,Credit Card,Every 3 Months
738,47,Male,Nebraska,Yes,28,PayPal,Annually
739,56,Male,Minnesota,Yes,27,Venmo,Quarterly
740,64,Male,Minnesota,Yes,26,Venmo,Bi-Weekly
741,26,Male,South Dakota,Yes,22,Credit Card,Fortnightly
742,22,Male,West Virginia,Yes,23,Bank Transfer,Every 3 Months
743,64,Male,Nevada,Yes,21,Debit Card,Quarterly
744,21,Male,North Carolina,Yes,36,Cash,Weekly
745,67,Male,Illinois,Yes,42,Debit Card,Bi-Weekly
746,46,Male,Michigan,Yes,4,Venmo,Monthly
747,40,Male,Michigan,Yes,47,Credit Card,Annually
748,51,Male,Oklahoma,Yes,13,Bank Transfer,Weekly
749,35,Male,South Dakota,Yes,8,Bank Transfer,Quarterly
750,56,Male,Oklahoma,Yes,11,Debit Card,Quarterly
751,25,Male,Maryland,Yes,5,Venmo,Annually
752,65,Male,Ohio,Yes,1,Credit Card,Monthly
753,39,Male,Ohio,Yes,17,PayPal,Every 3 Months
754,47,Male,Massachusetts,Yes,27,Venmo,Quarterly
755,36,Male,North Carolina,Yes,3,Debit Card,Quarterly
756,66,Male,Florida,Yes,22,PayPal,Weekly
757,62,Male,Montana,Yes,24,Cash,Fortnightly
758,41,Male,Minnesota,Yes,18,Debit Card,Quarterly
759,66,Male,Massachusetts,Yes,39,Bank Transfer,Every 3 Months
760,51,Male,Rhode Island,Yes,25,Credit Card,Fortnightly
761,33,Male,Minnesota,Yes,6,Cash,Annually
762,57,Male,Nevada,Yes,26,Bank Transfer,Weekly
763,45,Male,New Mexico,Yes,43,Debit Card,Fortnightly
764,61,Male,North Carolina,Yes,6,Credit Card,Monthly
765,55,Male,Virginia,Yes,6,Debit Card,Quarterly
766,54,Male,Alaska,Yes,13,Cash,Quarterly
767,57,Male,Nevada,Yes,13,PayPal,Monthly
768,27,Male,Pennsylvania,Yes,11,Cash,Annually
769,64,Male,Illinois,Yes,45,Venmo,Weekly
770,52,Male,Delaware,Yes,8,PayPal,Monthly
771,19,Male,Vermont,Yes,8,Credit Card,Annually
772,22,Male,Hawaii,Yes,34,Bank Transfer,Fortnightly
773,18,Male,Illinois,Yes,40,Debit Card,Bi-Weekly
774,29,Male,California,Yes,14,Debit Card,Bi-Weekly
775,42,Male,Nevada,Yes,11,Credit Card,Quarterly
776,49,Male,Kentucky,Yes,8,PayPal,Monthly
777,49,Male,Alabama,Yes,8,Venmo,Every 3 Months
778,55,Male,Wyoming,Yes,37,Venmo,Weekly
779,29,Male,Massachusetts,Yes,23,Debit Card,Annually
780,60,Male,Utah,Yes,38,Cash,Annually
781,34,Male,New York,Yes,38,Cash,Quarterly
782,30,Male,Vermont,Yes,12,Credit Card,Fortnightly
783,28,Male,Hawaii,Yes,15,Cash,Weekly
784,63,Male,Louisiana,Yes,38,PayPal,Fortnightly
785,31,Male,Alabama,Yes,41,Bank Transfer,Every 3 Months
786,46,Male,Louisiana,Yes,37,PayPal,Fortnightly
787,70,Male,Indiana,Yes,16,Bank Transfer,Every 3 Months
788,53,Male,Michigan,Yes,25,Venmo,Weekly
789,50,Male,Rhode Island,Yes,18,Bank Transfer,Quarterly
790,33,Male,Idaho,Yes,4,Credit Card,Bi-Weekly
791,22,Male,Louisiana,Yes,12,Bank Transfer,Quarterly
792,50,Male,North Carolina,Yes,35,PayPal,Fortnightly
793,34,Male,New Jersey,Yes,45,Venmo,Weekly
794,24,Male,Alabama,Yes,16,Credit Card,Monthly
795,69,Male,Kentucky,Yes,10,Debit Card,Fortnightly
796,39,Male,New York,Yes,34,Venmo,Annually
797,42,Male,Arizona,Yes,43,Credit Card,Annually
798,42,Male,Maryland,Yes,38,Debit Card,Weekly
799,29,Male,Alaska,Yes,48,PayPal,Every 3 Months
800,55,Male,Nevada,Yes,31,PayPal,Annually
801,32,Male,Utah,Yes,20,Cash,Every 3 Months
802,25,Male,New Mexico,Yes,12,Credit Card,Fortnightly
803,38,Male,Delaware,Yes,2,Bank Transfer,Weekly
804,32,Male,Connecticut,Yes,30,Venmo,Every 3 Months
805,43,Male,Mississippi,Yes,28,Venmo,Quarterly
806,41,Male,Connecticut,Yes,40,Debit Card,Monthly
807,56,Male,Florida,Yes,46,PayPal,Quarterly
808,27,Male,New York,Yes,15,Credit Card,Weekly
809,46,Male,Wisconsin,Yes,38,Cash,Every 3 Months
810,48,Male,South Carolina,Yes,30,PayPal,Bi-Weekly
811,52,Male,South Dakota,Yes,32,Debit Card,Bi-Weekly
812,18,Male,Illinois,Yes,36,Venmo,Quarterly
813,64,Male,Alaska,Yes,32,Credit Card,Weekly
814,54,Male,Montana,Yes,14,Debit Card,Annually
815,31,Male,Minnesota,Yes,8,PayPal,Monthly
816,30,Male,West Virginia,Yes,27,Venmo,Bi-Weekly
817,26,Male,Illinois,Yes,24,Debit Card,Monthly
818,25,Male,Nevada,Yes,30,PayPal,Fortnightly
819,59,Male,Idaho,Yes,34,Debit Card,Monthly
820,55,Male,Colorado,Yes,28,Debit Card,Quarterly
821,56,Male,Louisiana,Yes,27,Debit Card,Monthly
822,62,Male,Vermont,Yes,31,Credit Card,Bi-Weekly
823,35,Male,Mississippi,Yes,23,Bank Transfer,Annually
824,51,Male,Georgia,Yes,11,Credit Card,Quarterly
825,61,Male,Georgia,Yes,48,Cash,Quarterly
826,27,Male,Nebraska,Yes,17,Cash,Monthly
827,54,Male,Massachusetts,Yes,36,PayPal,Weekly
828,31,Male,Colorado,Yes,33,Bank Transfer,Fortnightly
829,24,Male,Nevada,Yes,27,PayPal,Bi-Weekly
830,42,Male,Idaho,Yes,14,Credit Card,Fortnightly
831,41,Male,Wyoming,Yes,5,Credit Card,Annually
832,66,Male,Washington,Yes,47,Cash,Every 3 Months
833,58,Male,California,Yes,28,Cash,Bi-Weekly
834,43,Male,Oklahoma,Yes,11,Credit Card,Annually
835,52,Male,Nevada,Yes,18,Credit Card,Weekly
836,35,Male,Maryland,Yes,21,Debit Card,Weekly
837,23,Male,West Virginia,Yes,22,Cash,Bi-Weekly
838,25,Male,Illinois,Yes,33,Cash,Every 3 Months
839,33,Male,Kentucky,Yes,49,Credit Card,Annually
840,48,Male,Illinois,Yes,10,Debit Card,Every 3 Months
841,42,Male,Alabama,Yes,18,PayPal,Weekly
842,55,Male,Texas,Yes,28,PayPal,Fortnightly
843,59,Male,Missouri,Yes,25,PayPal,Weekly
844,65,Male,Pennsylvania,Yes,6,PayPal,Weekly
845,59,Male,Missouri,Yes,44,Venmo,Bi-Weekly
846,31,Male,Michigan,Yes,30,Venmo,Monthly
847,49,Male,Kentucky,Yes,42,Debit Card,Quarterly
848,53,Male,New Jersey,Yes,30,PayPal,Monthly
849,48,Male,Delaware,Yes,33,Credit Card,Bi-Weekly
850,23,Male,Missouri,Yes,24,PayPal,Quarterly
851,68,Male,Connecticut,Yes,13,Venmo,Monthly
852,35,Male,Massachusetts,Yes,19,Debit Card,Monthly
853,34,Male,Florida,Yes,23,Debit Card,Every 3 Months
854,62,Male,Delaware,Yes,35,Cash,Monthly
855,21,Male,California,Yes,22,Venmo,Monthly
856,70,Male,Oregon,Yes,14,Credit Card,Quarterly
857,55,Male,Alaska,Yes,47,Debit Card,Fortnightly
858,43,Male,Missouri,Yes,50,Debit Card,Every 3 Months
859,19,Male,Oklahoma,Yes,33,PayPal,Weekly
860,47,Male,Wisconsin,Yes,7,Debit Card,Monthly
861,26,Male,South Carolina,Yes,3,Cash,Monthly
862,46,Male,Virginia,Yes,35,Credit Card,Every 3 Months
863,19,Male,Arkansas,Yes,13,PayPal,Fortnightly
864,49,Male,Vermont,Yes,42,PayPal,Fortnightly
865,51,Male,Kentucky,Yes,5,PayPal,Annually
866,64,Male,Colorado,Yes,23,Venmo,Annually
867,67,Male,New Mexico,Yes,11,PayPal,Bi-Weekly
868,37,Male,Colorado,Yes,23,Bank Transfer,Fortnightly
869,40,Male,North Carolina,Yes,2,Credit Card,Every 3 Months
870,38,Male,New Hampshire,Yes,33,PayPal,Weekly
871,66,Male,West Virginia,Yes,6,Bank Transfer,Bi-Weekly
872,47,Male,Hawaii,Yes,45,Debit Card,Quarterly
873,56,Male,North Dakota,Yes,25,Cash,Quarterly
874,51,Male,Mississippi,Yes,24,Venmo,Quarterly
875,25,Male,Maine,Yes,10,Venmo,Every 3 Months
876,37,Male,North Dakota,Yes,7,Bank Transfer,Every 3 Months
877,41,Male,Nebraska,Yes,1,Debit Card,Weekly
878,64,Male,Nebraska,Yes,45,Venmo,Every 3 Months
879,23,Male,Tennessee,Yes,37,Debit Card,Weekly
880,62,Male,Wyoming,Yes,14,PayPal,Quarterly
881,39,Male,Nevada,Yes,25,Debit Card,Monthly
882,52,Male,South Carolina,Yes,18,Venmo,Annually
883,50,Male,Virginia,Yes,37,Cash,Every 3 Months
884,28,Male,Pennsylvania,Yes,30,Bank Transfer,Monthly
885,67,Male,Hawaii,Yes,34,Bank Transfer,Weekly
886,41,Male,Ohio,Yes,49,Debit Card,Every 3 Months
887,19,Male,Utah,Yes,48,Bank Transfer,Monthly
888,70,Male,Minnesota,Yes,33,PayPal,Fortnightly
889,49,Male,New Hampshire,Yes,44,Cash,Annually
890,59,Male,Arizona,Yes,50,Venmo,Weekly
891,52,Male,New York,Yes,47,Credit Card,Monthly
892,20,Male,Pennsylvania,Yes,24,PayPal,Every 3 Months
893,31,Male,New Mexico,Yes,43,Debit Card,Monthly
894,33,Male,Nebraska,Yes,14,Venmo,Monthly
895,44,Male,Wyoming,Yes,3,Debit Card,Quarterly
896,40,Male,Mississippi,Yes,33,Debit Card,Quarterly
897,69,Male,Arkansas,Yes,38,Cash,Fortnightly
898,29,Male,Illinois,Yes,46,Venmo,Weekly
899,54,Male,Nevada,Yes,19,Bank Transfer,Every 3 Months
900,65,Male,Rhode Island,Yes,20,PayPal,Annually
901,54,Male,West Virginia,Yes,42,Bank Transfer,Quarterly
902,60,Male,Missouri,Yes,34,Cash,Monthly
903,43,Male,Kentucky,Yes,5,Cash,Monthly
904,44,Male,Washington,Yes,3,PayPal,Quarterly
905,69,Male,Alaska,Yes,46,PayPal,Every 3 Months
906,46,Male,Mississippi,Yes,16,Venmo,Annually
907,41,Male,South Carolina,Yes,21,Debit Card,Bi-Weekly
908,32,Male,Missouri,Yes,34,Credit Card,Bi-Weekly
909,26,Male,New Jersey,Yes,9,PayPal,Every 3 Months
910,61,Male,Louisiana,Yes,36,PayPal,Weekly
911,49,Male,South Carolina,Yes,22,Credit Card,Monthly
912,53,Male,Vermont,Yes,2,Bank Transfer,Quarterly
913,24,Male,Arkansas,Yes,32,Bank Transfer,Monthly
914,37,Male,Utah,Yes,29,Cash,Every 3 Months
915,43,Male,Washington,Yes,27,Venmo,Every 3 Months
916,31,Male,Rhode Island,Yes,33,Credit Card,Fortnightly
917,49,Male,Illinois,Yes,16,Venmo,Monthly
918,69,Male,Missouri,Yes,11,Bank Transfer,Quarterly
919,65,Male,North Carolina,Yes,11,Cash,Fortnightly
920,41,Male,Massachusetts,Yes,17,Debit Card,Bi-Weekly
